"  Natural Resources Canada, Geological Survey of Canada, Geoscience Data Repository, BASIN Database"											
"Date: August 20, 2026, 5:02 pm ADT"											
											
Well Name	Basin	Subbasin	Latitude (NAD27)	Longitude (NAD27)	Northing (NAD27)	Easting (NAD27)	Latitude (NAD83)	Longitude (NAD83)	Northing (NAD83)	Easting (NAD83)	Zone (UTM)
RICHARDSON POINT G-12	ARCTIC FOLD BELT		75.687722	-105.580973	8400269	483968	75.68849	-105.582719	8400506	483921	22
RIVERHEAD N-18	JEANNE D'ARC BASIN		46.298688	-48.792976	5129384	669976	46.298602	-48.791909	5129595	670054	22
ROBERT HARBOUR K-07	SVERDRUP BASIN		76.608944	-104.037248	8503192	524890	76.609723	-104.038982	8503425	524843	22
ROBERVAL C-02	HOPEDALE BASIN		54.8522	-55.76792	6078825	579105	54.852239	-55.766878	6079046	579169	21
ROBERVAL K-92	HOPEDALE BASIN		54.85987	-55.74327	6079706	580672	54.859914	-55.742225	6079928	580736	21
ROCHE POINT O-43	SVERDRUP BASIN		76.7125	-109.772777	8514873	531486	76.713275	-109.775171	8515104	531421	21
ROMULUS C-42	SVERDRUP BASIN		79.851306	-84.378306	8866020	551557	79.85231	-84.377744	8866263	551560	16
RUSSELL E-82	ARCTIC STABLE PLATFORM		73.858167	-98.946917	8196056	501647	73.858891	-98.947646	8196296	501625	16
RUT H-11	SAGLEK BASIN		59.171242	-62.279764	6559134	541175	59.171386	-62.278767	6559359	541230	20
SABINE BAY A-07	ARCTIC FOLD BELT		75.435	-110.013887	8372221	527682	75.435705	-110.016113	8372450	527617	20
SABLE ISLAND 2H-58	SCOTIAN BASIN	SABLE SUBBASIN	43.95755	-60.12717	4870955	730501	43.957617	-60.126406	4871180	730555	20
SABLE ISLAND 3H-58	SCOTIAN BASIN	SABLE SUBBASIN	43.95755	-60.12717	4870955	730501	43.957617	-60.126406	4871180	730555	20
SABLE ISLAND 4H-58	SCOTIAN BASIN	SABLE SUBBASIN	43.95755	-60.12717	4870955	730501	43.957617	-60.126406	4871180	730555	20
SABLE ISLAND 5H-58	SCOTIAN BASIN	SABLE SUBBASIN	43.95755	-60.12717	4870955	730501	43.957617	-60.126406	4871180	730555	20
SABLE ISLAND 6H-58	SCOTIAN BASIN	SABLE SUBBASIN	43.95755	-60.12717	4870955	730501	43.957617	-60.126406	4871180	730555	20
SABLE ISLAND C-67	SCOTIAN BASIN	SABLE SUBBASIN	43.9347	-59.91705	4868541	265861	43.934764	-59.916281	4868762	265930	21
SABLE ISLAND E-48	SCOTIAN BASIN	SABLE SUBBASIN	43.9557	-60.12331	4870760	730818	43.955764	-60.122542	4870985	730873	20
SABLE ISLAND H-58 & 1A H-58	SCOTIAN BASIN	SABLE SUBBASIN	43.95755	-60.12717	4870955	730501	43.957617	-60.126406	4871180	730555	20
SABLE ISLAND O-47	SCOTIAN BASIN	SABLE SUBBASIN	43.9486	-60.11061	4870007	731865	43.948669	-60.109842	4870233	731919	20
SACHEM D-76	SCOTIAN BASIN	ABENAKI SUBBASIN	44.58592	-57.69955	4936974	444467	44.585967	-57.698736	4937196	444534	21
SAMBRO I-29	SCOTIAN BASIN	LAHAVE PLATFORM	43.64307	-62.80473	4832033	515750	43.643142	-62.804036	4832257	515805	20
SANDPIPER 2J-77	WHALE BASIN		45.61092	-51.68349	5050829	446704	45.610875	-51.682419	5051041	446790	22
SANDPIPER J-77	WHALE BASIN		45.61068	-51.68387	5050803	446675	45.610633	-51.682806	5051014	446759	22
SANDTOP NO. 1	ANTICOSTI BASIN		49.19972	-61.75278	5450188	590861	49.199803	-61.752042	5450417	590912	20
SANDY POINT L-46	SVERDRUP BASIN		76.427333	-115.30394	8483361	544428	76.428047	-115.306874	8483586	544346	20
SATELLITE F-68	SVERDRUP BASIN		77.290833	-116.919445	8579086	501978	77.291547	-116.922699	8579309	501898	20
SAUK A-57	SCOTIAN BASIN	ABENAKI SUBBASIN	44.26844	-58.62993	4902764	369908	44.2685	-58.629122	4902986	369977	21
SCULPIN K-08	SVERDRUP BASIN		78.127972	-104.559468	8672550	510118	78.129069	-104.562534	8672811	510046	21
SEARCHER C-87	JEANNE D'ARC BASIN		46.60393	-47.965015	5165205	272921	46.60393	-47.965015	5165423	272928	23
SEAVIEW NO. 1	MARITIMES BASIN		46.528505	-63.575959	5152714	455827	46.528569	-63.575313	5152939	455878	20
SHEARWATER J-20	SCOTIAN BASIN	SOUTH WHALE SUBBASIN	44.49339	-52.78148	4928002	358356	44.493392	-52.780386	4928217	358447	22
SHELBURNE G-29	SCOTIAN BASIN	SHELBURNE SUBBASIN	42.6408	-63.5593	4720865	454146	42.640869	-63.558608	4721086	454204	20
SHERARD BAY F-14	SVERDRUP BASIN		76.222083	-108.597721	8461118	563851	76.222844	-108.599871	8461349	563788	20
SHERARD BAY F-34	SVERDRUP BASIN		76.222667	-108.727614	8461046	560398	76.223427	-108.729777	8461277	560335	20
SHERARD O-54	SVERDRUP BASIN		76.229611	-108.337081	8462255	570737	76.230376	-108.339202	8462486	570674	20
SHERIDAN J-87	ORPHAN BASIN		48.44443	-49.96083	5366001	576851	48.444322	-49.959806	5366209	576925	22
SHERWOOD P-37	SVERDRUP BASIN		78.279722	-89.757222	8690921	437495	78.280647	-89.757286	8691163	437501	16
SHOAL POINT 2K-39	ANTICOSTI BASIN		48.643089	-58.842825	5389201	364249	48.643089	-58.842825	5389420	364254	21
SHOAL POINT 2K-39Z	ANTICOSTI BASIN		48.643089	-58.842825	5389201	364249	48.643089	-58.842825	5389420	364254	21
SHOAL POINT 3K-39	ANTICOSTI BASIN		48.643228	-58.842142	5389215	364300	48.643228	-58.842142	5389434	364304	21
SHOAL POINT 3K-39Z	ANTICOSTI BASIN		48.643228	-58.842142	5389215	364300	48.643228	-58.842142	5389434	364304	21
SHOAL POINT K-39	ANTICOSTI BASIN		48.641042	-58.842808	5388973	364245	48.641042	-58.842808	5389192	364249	21
SHUBENACADIE H-100	SCOTIAN BASIN	SABLE SUBBASIN	42.82456	-61.47856	4742241	624367	42.824644	-61.477811	4742466	624424	20
SIRIUS K-28	SVERDRUP BASIN		79.292833	-103.727194	8802811	526398	79.293867	-103.72988	8803059	526339	20
SITKA C-02	FLEMISH PASS BASIN		47.853822	-46.762922	5301339	368121	47.853822	-46.762922	5301558	368125	23
SITKA O-02	FLEMISH PASS BASIN		47.862431	-46.757058	5302286	368581	47.862431	-46.757058	5302505	368585	23
SITKA O-02A	FLEMISH PASS BASIN		47.862433	-46.756142	5302284	368650	47.862433	-46.756142	5302503	368654	23
SKATE B-80	SVERDRUP BASIN		77.8205	-104.955138	8638197	501057	77.821412	-104.957421	8638440	501003	23
SKATE C-59	SVERDRUP BASIN		77.804194	-104.857809	8636381	503353	77.805107	-104.860087	8636624	503299	23
SKOLP E-07	SAGLEK BASIN		58.4402	-61.76931	6478168	571850	58.440322	-61.768175	6478393	571914	20
SKUA E-41	CARSON BASIN		45.33979	-48.87396	5022679	666576	45.33975	-48.872858	5022894	666657	22
SKYBATTLE BAY C-15	SVERDRUP BASIN		77.236806	-105.099167	8573057	497554	77.237645	-105.10119	8573295	497505	22
SKYBATTLE BAY M-11	SVERDRUP BASIN		77.182139	-105.112337	8566957	497218	77.182973	-105.114346	8567194	497168	22
SNORRI J-90	HOPEDALE BASIN		57.32903	-59.96233	6357683	321662	57.329144	-59.961317	6357905	321731	21
SOPHIE POINT G-19	SVERDRUP BASIN		76.306472	-103.082141	8470059	550674	76.307263	-103.083688	8470294	550628	21
SOUTH BRANCH G-36	MARITIMES BASIN	MONCTON SUBBASIN	45.75552	-65.33562	5069320	318348	45.755	-65.335	5069478	318400	20
SOUTH BROOK N-30	JEANNE D'ARC BASIN		46.33136	-48.56802	5133521	687190	46.331269	-48.566944	5133732	687267	22
SOUTH DESBARRES O-76	SCOTIAN BASIN	SABLE SUBBASIN	44.0989	-59.93306	4886825	265225	44.098972	-59.932289	4887047	265294	21
SOUTH GRIFFIN J-13	SCOTIAN BASIN	SABLE SUBBASIN	44.37716	-58.03188	4914066	417793	44.377211	-58.031058	4914287	417861	21
SOUTH HOPEDALE L-39	HOPEDALE BASIN		55.80905	-58.84686	6186157	384251	55.809125	-58.845836	6186378	384320	21
SOUTH LABRADOR N-79	HOPEDALE BASIN		55.81256	-58.44245	6185945	409603	55.812636	-58.441422	6186167	409671	21
SOUTH MARA C-13	JEANNE D'ARC BASIN		46.700297	-48.53879	5174584	688161	46.700208	-48.537703	5174795	688239	22
SOUTH MERASHEEN K-55	OUTER RIDGE COMPLEX		47.07811	-47.88966	5217678	280632	47.078014	-47.888553	5217883	280723	23
SOUTH NAUTILUS H-09	JEANNE D'ARC BASIN		46.806978	-48.752282	5185949	671501	46.806889	-48.751203	5186160	671578	22
SOUTH SABLE B-44	SCOTIAN BASIN	SABLE SUBBASIN	43.88515	-59.86169	4862882	270114	43.885222	-59.860922	4863104	270183	21
SOUTH TEMPEST G-88	JEANNE D'ARC BASIN		47.1222	-47.95847	5222773	275594	47.122103	-47.957358	5222977	275685	23
SOUTH VENTURE 1	SCOTIAN BASIN	SABLE SUBBASIN	43.997329	-59.628164	4874718	289271	43.997397	-59.627397	4874940	289339	21
SOUTH VENTURE 2	SCOTIAN BASIN	SABLE SUBBASIN	43.997325	-59.628203	4874718	289268	43.99739	-59.627425	4874939	289337	21
SOUTH VENTURE 3	SCOTIAN BASIN	SABLE SUBBASIN	43.997325	-59.628203	4874718	289268	43.99739	-59.627425	4874939	289337	21
SOUTH VENTURE O-59	SCOTIAN BASIN	SABLE SUBBASIN	43.98134	-59.63569	4872962	288611	43.981406	-59.634914	4873183	288679	21
SOUTHAMPTON A-25	SCOTIAN BASIN	SABLE SUBBASIN	43.569349	-60.304631	4827358	717666	43.569422	-60.303878	4827583	717720	20
SOUTHWEST BANQUEREAU F-34	SCOTIAN BASIN	SABLE SUBBASIN	44.05434	-58.83933	4879337	352663	44.054397	-58.838531	4879558	352731	21
SOUTHWEST HECLA C-58	SVERDRUP BASIN		76.284639	-111.348005	8466826	490789	76.285378	-111.350485	8467057	490724	21
SPOONBILL C-30	JEANNE D'ARC BASIN		45.81846	-49.06838	5075474	650062	45.818403	-49.067308	5075687	650141	22
SPRING VALLEY NO. 1	MARITIMES BASIN		46.491	-63.61	5148566	453184	46.491	-63.61	5148784	453186	20
SPRINGDALE M-29	JEANNE D'ARC BASIN		46.47995	-48.3245	5150636	705374	46.479858	-48.323419	5150846	705451	22
ST. GEORGE J-55	CARSON BASIN		45.7445	-48.38455	5068770	703455	45.744439	-48.38345	5068983	703535	22
ST. GEORGE'S BAY A-36	ANTICOSTI BASIN		48.418036	-59.324804	5365157	327986	48.418036	-59.324804	5365376	327991	21
ST. ISIDORE NO. 1	MARITIMES BASIN		47.54472	-65.05806	5267534	345130	47.545	-65.058	5267783	345140	20
ST. ISIDORE NO. 2	MARITIMES BASIN		47.52667	-65.16056	5265737	337362	47.527	-65.16	5265991	337410	20
ST. PAUL P-91	MARITIMES BASIN		47.18274	-60.2269	5228984	710107	47.182808	-60.226122	5229212	710159	20
STOKES RANGE J-11	ARCTIC FOLD BELT		76.342861	-101.584443	8474788	431900	76.343668	-101.585841	8475028	431870	20
STONEY CREEK 1	MARITIMES BASIN	MONCTON SUBBASIN	45.95993	-64.72693	5090827	366180	45.96	-64.73	5091058	365946	20
STONEY CREEK 168	MARITIMES BASIN	MONCTON SUBBASIN	45.96556	-64.691	5091393	368977	45.966	-64.69	5091658	369060	20
STONEY CREEK N-78	MARITIMES BASIN	MONCTON SUBBASIN	45.96223	-64.703074	5091043	368034	45.962	-64.703	5091235	368043	20
STONEY CREEK N-88	MARITIMES BASIN	MONCTON SUBBASIN	45.96719	-64.70282	5091594	368065	45.967	-64.703	5091791	368055	20
STORKERSON BAY A-15	ARCTIC STABLE PLATFORM		72.9	-124.558057	8089826	448868	72.900438	-124.561129	8090041	448771	20
SUTHERLAND O-23	SVERDRUP BASIN		77.714722	-102.144171	8628043	567812	77.715741	-102.147476	8628294	567725	20
T4-1	N/A		71.129117	-59.902911	7894138	395239	71.129117	-59.902911	7894309	395244	21
T8-1	N/A		70.300794	-59.53155	7801224	404781	70.300794	-59.53155	7801398	404786	21
TALEMEN J-34	SVERDRUP BASIN		79.894639	-83.781333	8870997	445537	79.895643	-83.780682	8871239	445558	17
TANTALLON M-41	SCOTIAN BASIN	SABLE SUBBASIN	43.84888	-58.37344	4855789	389603	43.848944	-58.372625	4856011	389672	21
TERN A-68	SCOTIAN BASIN	SOUTH WHALE SUBBASIN	44.45372	-53.15023	4924301	328921	44.453744	-53.149192	4924518	329008	22
TERRA NOVA C-09	JEANNE D'ARC BASIN		46.46933	-48.51633	5148975	690687	46.469239	-48.515253	5149185	690764	22
TERRA NOVA C-69 1	JEANNE D'ARC BASIN		46.468221	-48.417813	5149094	698254	46.468131	-48.416731	5149305	698332	22
TERRA NOVA C-69 2	JEANNE D'ARC BASIN		46.468073	-48.417424	5149078	698285	46.467983	-48.416342	5149289	698362	22
TERRA NOVA C-69 2Z	JEANNE D'ARC BASIN		46.468073	-48.417424	5149078	698285	46.467983	-48.416342	5149289	698362	22
TERRA NOVA C-69 3	JEANNE D'ARC BASIN		46.468175	-48.416453	5149092	698359	46.468175	-48.416453	5149310	698353	22
TERRA NOVA E-19	JEANNE D'ARC BASIN		46.471933	-48.543797	5149198	688569	46.471933	-48.543797	5149416	688563	22
TERRA NOVA E-79	JEANNE D'ARC BASIN		46.47469	-48.44675	5149740	696009	46.4746	-48.445667	5149951	696087	22
TERRA NOVA F-100 1	JEANNE D'ARC BASIN		46.490667	-48.487661	5151415	692812	46.490578	-48.486581	5151626	692890	22
TERRA NOVA F-100 2	JEANNE D'ARC BASIN		46.490656	-48.487533	5151414	692822	46.490567	-48.486453	5151625	692899	22
TERRA NOVA F-100 3	JEANNE D'ARC BASIN		46.490589	-48.486447	5151409	692906	46.490589	-48.486447	5151627	692900	22
TERRA NOVA F-100 4	JEANNE D'ARC BASIN		46.490701	-48.487653	5151419	692813	46.490611	-48.486572	5151629	692890	22
TERRA NOVA F-88 1	JEANNE D'ARC BASIN		46.455623	-48.462589	5147583	694861	46.455533	-48.461508	5147793	694939	22
TERRA NOVA F-88 1Z	JEANNE D'ARC BASIN		46.455623	-48.462589	5147583	694861	46.455533	-48.461508	5147793	694939	22
TERRA NOVA F-88 2	JEANNE D'ARC BASIN		46.455558	-48.461631	5147578	694935	46.455558	-48.461631	5147796	694929	22
TERRA NOVA F-88 3	JEANNE D'ARC BASIN		46.455617	-48.462725	5147582	694851	46.455528	-48.461644	5147793	694928	22
TERRA NOVA F-88 4	JEANNE D'ARC BASIN		46.45559	-48.462603	5147579	694861	46.455501	-48.461522	5147790	694938	22
TERRA NOVA G-90 1	JEANNE D'ARC BASIN		46.48937	-48.461431	5151335	694830	46.48928	-48.46035	5151546	694907	22
TERRA NOVA G-90 2	JEANNE D'ARC BASIN		46.489364	-48.460617	5151337	694892	46.489364	-48.460617	5151555	694886	22
TERRA NOVA G-90 2W	JEANNE D'ARC BASIN		46.48944	-48.461671	5151342	694811	46.48935	-48.46059	5151553	694889	22
TERRA NOVA G-90 2X	JEANNE D'ARC BASIN		46.48944	-48.461671	5151342	694811	46.48935	-48.46059	5151553	694889	22
TERRA NOVA G-90 2Y	JEANNE D'ARC BASIN		46.48944	-48.461671	5151342	694811	46.48935	-48.46059	5151553	694889	22
TERRA NOVA G-90 2Z	JEANNE D'ARC BASIN		46.48944	-48.461671	5151342	694811	46.48935	-48.46059	5151553	694889	22
TERRA NOVA G-90 3	JEANNE D'ARC BASIN		46.489364	-48.460478	5151337	694903	46.489364	-48.460478	5151555	694897	22
TERRA NOVA G-90 4	JEANNE D'ARC BASIN		46.489336	-48.460281	5151334	694918	46.489336	-48.460281	5151552	694912	22
TERRA NOVA G-90 4Z	JEANNE D'ARC BASIN		46.489336	-48.460278	5151334	694918	46.489336	-48.460278	5151552	694913	22
TERRA NOVA G-90 5	JEANNE D'ARC BASIN		46.489423	-48.461578	5151341	694818	46.489333	-48.460497	5151552	694896	22
TERRA NOVA G-90 5Y	JEANNE D'ARC BASIN		46.489423	-48.461578	5151341	694818	46.489333	-48.460497	5151552	694896	22
TERRA NOVA G-90 5Z	JEANNE D'ARC BASIN		46.489423	-48.461578	5151341	694818	46.489333	-48.460497	5151552	694896	22
TERRA NOVA G-90 6	JEANNE D'ARC BASIN		46.489379	-48.461317	5151336	694839	46.489289	-48.460236	5151547	694916	22
TERRA NOVA G-90 6Z	JEANNE D'ARC BASIN		46.489379	-48.461317	5151336	694839	46.489289	-48.460236	5151547	694916	22
TERRA NOVA G-90 7	JEANNE D'ARC BASIN		46.489349	-48.461339	5151333	694837	46.489259	-48.460258	5151544	694914	22
TERRA NOVA G-90 8	JEANNE D'ARC BASIN		46.489418	-48.461437	5151340	694829	46.489328	-48.460356	5151551	694907	22
TERRA NOVA G-90 9	JEANNE D'ARC BASIN		46.489487	-48.461681	5151348	694810	46.489397	-48.4606	5151558	694888	22
TERRA NOVA H-99	JEANNE D'ARC BASIN		46.47483	-48.48056	5149673	693413	46.474742	-48.479478	5149884	693491	22
TERRA NOVA I-66	JEANNE D'ARC BASIN		46.427381	-48.401542	5144597	699653	46.427291	-48.40046	5144808	699730	22
TERRA NOVA I-97	JEANNE D'ARC BASIN		46.44519	-48.4804	5146380	693531	46.4451	-48.479319	5146590	693608	22
TERRA NOVA K-07	JEANNE D'ARC BASIN		46.44543	-48.51604	5146320	690792	46.445347	-48.514967	5146531	690869	22
TERRA NOVA K-08	JEANNE D'ARC BASIN		46.45878	-48.51656	5147802	690706	46.458689	-48.515478	5148012	690783	22
TERRA NOVA K-17	JEANNE D'ARC BASIN		46.44542	-48.54213	5146256	688789	46.445331	-48.541053	5146467	688866	22
TERRA NOVA K-18	JEANNE D'ARC BASIN		46.46223	-48.54211	5148124	688732	46.462147	-48.541028	5148335	688810	22
TERRA NOVA L-98 1	JEANNE D'ARC BASIN		46.461744	-48.497531	5148177	692157	46.461744	-48.497531	5148395	692151	22
TERRA NOVA L-98 10	JEANNE D'ARC BASIN		46.461764	-48.498382	5148177	692091	46.461675	-48.497303	5148388	692169	22
TERRA NOVA L-98 11	JEANNE D'ARC BASIN		46.4618	-48.498627	5148181	692072	46.461711	-48.497547	5148392	692150	22
TERRA NOVA L-98 11Y	JEANNE D'ARC BASIN		46.4618	-48.498627	5148181	692072	46.461711	-48.497547	5148392	692150	22
TERRA NOVA L-98 11Z	JEANNE D'ARC BASIN		46.4618	-48.498627	5148181	692072	46.461711	-48.497547	5148392	692150	22
TERRA NOVA L-98 12	JEANNE D'ARC BASIN		46.461747	-48.497956	5148176	692124	46.461747	-48.497956	5148395	692118	22
TERRA NOVA L-98 12Z	JEANNE D'ARC BASIN		46.461747	-48.497956	5148176	692124	46.461747	-48.497956	5148395	692118	22
TERRA NOVA L-98 13	JEANNE D'ARC BASIN		46.461514	-48.497217	5148152	692182	46.461514	-48.497217	5148371	692176	22
TERRA NOVA L-98 14	JEANNE D'ARC BASIN		46.461897	-48.497858	5148193	692131	46.461897	-48.497858	5148412	692125	22
TERRA NOVA L-98 14Y	JEANNE D'ARC BASIN		46.461897	-48.497858	5148193	692131	46.461897	-48.497858	5148412	692125	22
TERRA NOVA L-98 14Z	JEANNE D'ARC BASIN		46.461897	-48.497858	5148193	692131	46.461897	-48.497858	5148412	692125	22
TERRA NOVA L-98 15	JEANNE D'ARC BASIN		46.461606	-48.497683	5148161	692145	46.461606	-48.497683	5148380	692140	22
TERRA NOVA L-98 1Y	JEANNE D'ARC BASIN		46.461719	-48.49755	5148174	692155	46.461719	-48.49755	5148393	692149	22
TERRA NOVA L-98 1Z	JEANNE D'ARC BASIN		46.461809	-48.498629	5148182	692072	46.46172	-48.49755	5148393	692149	22
TERRA NOVA L-98 2	JEANNE D'ARC BASIN		46.461681	-48.497428	5148170	692165	46.461681	-48.497428	5148389	692159	22
TERRA NOVA L-98 3	JEANNE D'ARC BASIN		46.461709	-48.498269	5148172	692100	46.46162	-48.49719	5148382	692177	22
